 Seller ID, Seller Name,Enabled Flag (Yes / No),  Created Date,Cluster,Currency,Plan,Time Zone,City,Country,State,ZIP Code,Vertical - DE File
5454156b85523e69558b456d,Panama City Diving,Yes,2014-10-31,M01,USD,Flex Level,America/Chicago,Panama City,United States,Florida,32408,Scuba & Snorkeling
